frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
3215,107182.3,7,569,696,,,,,,,10,402,690,,,,,,,7,563,866,,,,,,,,,,,,,,,
3216,107214.2,7,562,694,,,,,,,9,394,692,,,,,,,7,560,864,,,,,,,,,,,,,,,
3217,107250.1,7,554,693,,,,,,,10,387,695,,,,,,,7,556,863,,,,,,,,,,,,,,,
3218,107282.5,8,546,692,,,,,,,9,379,698,,,,,,,7,553,862,,,,,,,,,,,,,,,
3219,107315.2,7,538,690,,,,,,,9,370,701,,,,,,,7,549,860,,,,,,,,,,,,,,,
3220,107350.9,8,531,689,,,,,,,9,364,704,,,,,,,7,545,858,,,,,,,,,,,,,,,
3221,107382.3,8,523,688,,,,,,,10,356,707,,,,,,,7,542,856,,,,,,,,,,,,,,,
3222,107414.2,8,515,686,,,,,,,9,348,710,,,,,,,7,538,854,,,,,,,,,,,,,,,
3223,107450.5,7,507,685,,,,,,,10,341,714,,,,,,,7,534,852,,,,,,,,,,,,,,,
3224,107484.8,7,499,684,,,,,,,9,333,717,,,,,,,7,530,850,,,,,,,,,,,,,,,
3225,107514.5,8,491,683,,,,,,,9,325,719,,,,,,,7,526,848,,,,,,,,,,,,,,,
3226,107550.2,7,483,682,,,,,,,9,318,723,,,,,,,7,522,846,,,,,,,,,,,,,,,
3227,107582.4,7,474,681,,,,,,,9,311,726,,,,,,,7,518,844,,,,,,,,,,,,,,,
3228,107614.2,7,467,679,,,,,,,8,304,729,,,,,,,7,514,842,,,,,,,,,,,,,,,
3229,107650.3,7,458,679,,,,,,,9,296,732,,,,,,,7,510,839,,,,,,,,,,,,,,,
3230,107685.2,7,450,678,,,,,,,9,289,736,,,,,,,7,505,837,,,,,,,,,,,,,,,
3231,107714.6,8,442,676,,,,,,,9,283,739,,,,,,,7,501,834,,,,,,,,,,,,,,,
3232,107750.2,8,434,676,,,,,,,9,275,742,,,,,,,7,497,832,,,,,,,,,,,,,,,
3233,107782.0,8,426,675,,,,,,,9,269,746,,,,,,,7,492,829,,,,,,,,,,,,,,,
3234,107815.4,8,417,674,,,,,,,9,261,749,,,,,,,7,488,826,,,,,,,,,,,,,,,
3235,107850.4,8,409,674,,,,,,,9,255,753,,,,,,,7,483,824,,,,,,,,,,,,,,,
3236,107882.1,8,400,673,,,,,,,9,248,755,,,,,,,7,479,821,,,,,,,,,,,,,,,
3237,107914.4,8,392,672,,,,,,,9,242,759,,,,,,,7,474,818,,,,,,,,,,,,,,,
3238,107950.4,8,384,672,,,,,,,9,235,761,,,,,,,7,470,816,,,,,,,,,,,,,,,
3239,107982.4,7,375,672,,,,,,,9,228,765,,,,,,,7,465,813,,,,,,,,,,,,,,,
3240,108014.3,8,367,671,,,,,,,9,222,768,,,,,,,7,460,811,,,,,,,,,,,,,,,
3241,108052.3,8,358,671,,,,,,,9,216,772,,,,,,,7,455,808,,,,,,,,,,,,,,,
3242,108082.3,7,350,670,,,,,,,9,210,775,,,,,,,7,450,804,,,,,,,,,,,,,,,
3243,108114.3,8,342,670,,,,,,,9,204,778,,,,,,,7,445,801,,,,,,,,,,,,,,,
3244,108150.2,8,334,670,,,,,,,9,198,782,,,,,,,7,440,799,,,,,,,,,,,,,,,
3245,108184.8,8,325,669,,,,,,,9,192,785,,,,,,,7,435,796,,,,,,,,,,,,,,,
3246,108214.2,8,317,670,,,,,,,9,186,788,,,,,,,7,430,793,,,,,,,,,,,,,,,
3247,108250.1,8,308,670,,,,,,,9,181,791,,,,,,,7,425,790,,,,,,,,,,,,,,,
3248,108284.0,8,299,670,,,,,,,9,176,794,,,,,,,7,420,788,,,,,,,,,,,,,,,
3249,108314.4,8,292,670,,,,,,,9,171,797,,,,,,,7,414,784,,,,,,,,,,,,,,,
3250,108350.5,8,283,670,,,,,,,9,165,800,,,,,,,7,408,781,,,,,,,,,,,,,,,
3251,108382.3,8,275,671,,,,,,,9,160,805,,,,,,,7,404,778,,,,,,,,,,,,,,,
3252,108414.2,8,267,672,,,,,,,9,156,808,,,,,,,7,398,775,,,,,,,,,,,,,,,
3253,108452.8,8,259,671,,,,,,,9,150,811,,,,,,,7,394,773,,,,,,,,,,,,,,,
3254,108482.4,8,251,672,,,,,,,9,145,814,,,,,,,7,388,770,,,,,,,,,,,,,,,
3255,108514.3,8,243,673,,,,,,,9,141,817,,,,,,,6,382,768,,,,,,,,,,,,,,,
3256,108549.9,8,235,674,,,,,,,9,137,820,,,,,,,6,376,765,,,,,,,,,,,,,,,
3257,108582.4,8,227,675,,,,,,,9,132,823,,,,,,,7,371,762,,,,,,,,,,,,,,,
3258,108614.4,8,219,675,,,,,,,9,128,827,,,,,,,7,366,759,,,,,,,,,,,,,,,
3259,108650.4,8,211,676,,,,,,,9,124,829,,,,,,,7,361,757,,,,,,,,,,,,,,,
3260,108682.1,8,204,678,,,,,,,9,120,832,,,,,,,7,355,754,,,,,,,,,,,,,,,
3261,108714.4,8,196,679,,,,,,,9,116,836,,,,,,,7,349,751,,,,,,,,,,,,,,,
3262,108750.1,8,188,680,,,,,,,9,113,839,,,,,,,7,343,748,,,,,,,,,,,,,,,
3263,108782.3,8,180,681,,,,,,,9,108,841,,,,,,,7,338,746,,,,,,,,,,,,,,,
3264,108814.4,8,174,683,,,,,,,9,105,844,,,,,,,6,332,744,,,,,,,,,,,,,,,
3265,108850.3,8,166,684,,,,,,,9,102,847,,,,,,,7,326,742,,,,,,,,,,,,,,,
3266,108882.2,8,159,686,,,,,,,9,99,851,,,,,,,6,321,739,,,,,,,,,,,,,,,
3267,108914.4,8,151,687,,,,,,,10,96,854,,,,,,,7,315,737,,,,,,,,,,,,,,,
3268,108950.3,8,144,689,,,,,,,10,92,856,,,,,,,7,309,735,,,,,,,,,,,,,,,
3269,108982.3,8,138,691,,,,,,,9,89,859,,,,,,,7,304,733,,,,,,,,,,,,,,,
3270,109014.2,8,131,692,,,,,,,9,87,862,,,,,,,7,298,730,,,,,,,,,,,,,,,
3271,109050.0,8,124,694,,,,,,,10,84,865,,,,,,,7,293,729,,,,,,,,,,,,,,,
3272,109084.6,8,117,697,,,,,,,9,81,867,,,,,,,7,287,726,,,,,,,,,,,,,,,
3273,109117.2,8,111,698,,,,,,,9,79,870,,,,,,,7,281,724,,,,,,,,,,,,,,,
3274,109150.3,8,105,701,,,,,,,10,77,874,,,,,,,7,275,723,,,,,,,,,,,,,,,
3275,109182.4,8,98,703,,,,,,,10,74,876,,,,,,,7,270,721,,,,,,,,,,,,,,,
3276,109214.4,8,92,705,,,,,,,9,73,879,,,,,,,7,264,719,,,,,,,,,,,,,,,
3277,109250.6,8,86,708,,,,,,,10,72,882,,,,,,,7,259,718,,,,,,,,,,,,,,,
3278,109283.6,8,80,711,,,,,,,9,69,885,,,,,,,7,253,717,,,,,,,,,,,,,,,
3279,109314.3,8,74,713,,,,,,,10,68,887,,,,,,,7,248,715,,,,,,,,,,,,,,,
3280,109350.2,8,68,716,,,,,,,10,66,890,,,,,,,7,243,714,,,,,,,,,,,,,,,
3281,109382.6,8,63,718,,,,,,,10,64,893,,,,,,,7,237,713,,,,,,,,,,,,,,,
3282,109416.8,8,57,722,,,,,,,9,63,895,,,,,,,7,232,712,,,,,,,,,,,,,,,
3283,109450.4,8,52,725,,,,,,,10,62,898,,,,,,,7,226,711,,,,,,,,,,,,,,,
3284,109483.3,8,47,728,,,,,,,10,61,900,,,,,,,7,220,710,,,,,,,,,,,,,,,
3285,109518.5,8,41,730,,,,,,,9,60,904,,,,,,,7,216,709,,,,,,,,,,,,,,,
3286,109550.3,8,37,734,,,,,,,9,59,906,,,,,,,7,210,708,,,,,,,,,,,,,,,
3287,109584.6,8,32,737,,,,,,,10,59,909,,,,,,,7,205,708,,,,,,,,,,,,,,,
3288,109616.8,8,28,741,,,,,,,9,58,912,,,,,,,7,200,707,,,,,,,,,,,,,,,
3289,109650.6,8,27,741,,,,,,,9,56,912,,,,,,,7,200,708,,,,,,,,,,,,,,,
3290,109682.1,8,29,739,,,,,,,10,55,910,,,,,,,7,202,711,,,,,,,,,,,,,,,
3291,109714.2,8,32,738,,,,,,,9,54,910,,,,,,,7,206,713,,,,,,,,,,,,,,,
3292,109750.2,8,34,737,,,,,,,10,52,910,,,,,,,7,208,716,,,,,,,,,,,,,,,
3293,109782.4,8,37,737,,,,,,,9,51,909,,,,,,,7,210,718,,,,,,,,,,,,,,,
3294,109814.1,8,40,736,,,,,,,10,50,909,,,,,,,7,214,721,,,,,,,,,,,,,,,
3295,109850.5,8,42,735,,,,,,,10,49,908,,,,,,,7,216,723,,,,,,,,,,,,,,,
3296,109882.4,8,45,734,,,,,,,9,48,908,,,,,,,7,219,726,,,,,,,,,,,,,,,
3297,109915.0,8,48,733,,,,,,,10,48,907,,,,,,,7,222,729,,,,,,,,,,,,,,,
3298,109950.2,8,50,733,,,,,,,9,47,906,,,,,,,7,225,732,,,,,,,,,,,,,,,
3299,109982.3,8,54,732,,,,,,,9,47,906,,,,,,,7,228,735,,,,,,,,,,,,,,,
3300,110014.4,8,56,731,,,,,,,10,47,906,,,,,,,7,231,738,,,,,,,,,,,,,,,
3301,110050.3,8,60,732,,,,,,,9,47,905,,,,,,,7,234,741,,,,,,,,,,,,,,,
3302,110082.2,8,63,731,,,,,,,10,46,905,,,,,,,7,237,744,,,,,,,,,,,,,,,
3303,110114.5,8,67,731,,,,,,,9,47,905,,,,,,,7,240,747,,,,,,,,,,,,,,,
3304,110150.2,8,70,731,,,,,,,10,47,904,,,,,,,7,243,751,,,,,,,,,,,,,,,
3305,110182.3,8,74,731,,,,,,,10,47,902,,,,,,,8,246,754,,,,,,,,,,,,,,,
3306,110214.3,8,77,731,,,,,,,10,47,903,,,,,,,7,250,757,,,,,,,,,,,,,,,
3307,110250.0,8,81,731,,,,,,,10,48,903,,,,,,,7,252,761,,,,,,,,,,,,,,,
3308,110282.1,8,85,731,,,,,,,10,48,903,,,,,,,7,255,764,,,,,,,,,,,,,,,
3309,110319.0,8,89,732,,,,,,,10,49,902,,,,,,,7,258,768,,,,,,,,,,,,,,,
3310,110357.4,8,93,732,,,,,,,10,50,902,,,,,,,7,262,771,,,,,,,,,,,,,,,
3311,110393.2,8,97,733,,,,,,,9,51,901,,,,,,,7,265,775,,,,,,,,,,,,,,,
3312,110414.3,8,102,733,,,,,,,9,52,901,,,,,,,7,268,778,,,,,,,,,,,,,,,
3313,110450.0,8,107,734,,,,,,,9,53,901,,,,,,,7,271,782,,,,,,,,,,,,,,,
3314,110482.2,8,110,734,,,,,,,9,54,900,,,,,,,7,275,786,,,,,,,,,,,,,,,
3315,110515.2,8,115,735,,,,,,,10,55,900,,,,,,,7,278,790,,,,,,,,,,,,,,,
3316,110550.5,8,120,735,,,,,,,9,56,900,,,,,,,7,282,794,,,,,,,,,,,,,,,
3317,110582.2,8,125,737,,,,,,,9,58,899,,,,,,,7,284,798,,,,,,,,,,,,,,,
3318,110614.4,8,129,737,,,,,,,10,59,899,,,,,,,7,288,802,,,,,,,,,,,,,,,
3319,110650.2,8,134,739,,,,,,,9,61,898,,,,,,,7,291,806,,,,,,,,,,,,,,,
3320,110682.1,8,138,739,,,,,,,9,62,898,,,,,,,7,294,810,,,,,,,,,,,,,,,
3321,110714.5,8,144,741,,,,,,,9,65,899,,,,,,,7,298,814,,,,,,,,,,,,,,,
3322,110751.3,8,148,742,,,,,,,9,66,898,,,,,,,8,301,818,,,,,,,,,,,,,,,
3323,110782.0,8,153,743,,,,,,,9,68,897,,,,,,,7,305,822,,,,,,,,,,,,,,,
3324,110814.6,8,158,743,,,,,,,10,71,898,,,,,,,7,307,826,,,,,,,,,,,,,,,
3325,110850.4,8,163,745,,,,,,,10,73,897,,,,,,,7,311,831,,,,,,,,,,,,,,,
3326,110885.3,8,168,747,,,,,,,9,75,896,,,,,,,7,314,834,,,,,,,,,,,,,,,
3327,110914.3,8,173,748,,,,,,,10,77,896,,,,,,,7,317,839,,,,,,,,,,,,,,,
3328,110952.2,8,179,749,,,,,,,9,79,897,,,,,,,7,321,843,,,,,,,,,,,,,,,
3329,110986.8,8,184,751,,,,,,,9,82,896,,,,,,,8,324,846,,,,,,,,,,,,,,,
3330,111014.2,8,189,752,,,,,,,9,85,895,,,,,,,8,328,851,,,,,,,,,,,,,,,
3331,111050.3,8,195,754,,,,,,,9,88,894,,,,,,,7,331,855,,,,,,,,,,,,,,,
3332,111085.2,8,200,755,,,,,,,9,90,894,,,,,,,7,334,859,,,,,,,,,,,,,,,
3333,111115.7,8,205,756,,,,,,,9,93,894,,,,,,,7,337,864,,,,,,,,,,,,,,,
3334,111150.4,8,210,759,,,,,,,9,96,894,,,,,,,7,341,868,,,,,,,,,,,,,,,
3335,111182.5,8,216,760,,,,,,,9,99,893,,,,,,,8,344,872,,,,,,,,,,,,,,,
3336,111214.3,8,221,762,,,,,,,9,102,892,,,,,,,7,347,876,,,,,,,,,,,,,,,
3337,111250.3,8,227,763,,,,,,,9,104,892,,,,,,,7,350,880,,,,,,,,,,,,,,,
3338,111284.6,8,233,766,,,,,,,9,108,891,,,,,,,8,354,884,,,,,,,,,,,,,,,
3339,111314.3,8,239,765,,,,,,,9,110,888,,,,,,,8,357,886,,,,,,,,,,,,,,,
3340,111350.2,8,244,764,,,,,,,9,114,883,,,,,,,8,360,888,,,,,,,,,,,,,,,
3341,111382.1,8,250,762,,,,,,,9,118,879,,,,,,,8,363,889,,,,,,,,,,,,,,,
3342,111416.2,7,256,761,,,,,,,9,121,875,,,,,,,8,365,891,,,,,,,,,,,,,,,
3343,111450.1,8,262,760,,,,,,,9,124,872,,,,,,,8,368,893,,,,,,,,,,,,,,,
3344,111482.1,8,268,760,,,,,,,9,128,868,,,,,,,7,370,895,,,,,,,,,,,,,,,
3345,111517.2,8,274,759,,,,,,,9,132,864,,,,,,,7,373,896,,,,,,,,,,,,,,,
3346,111551.4,7,279,758,,,,,,,9,135,861,,,,,,,7,376,897,,,,,,,,,,,,,,,
3347,111582.1,8,285,757,,,,,,,9,139,857,,,,,,,7,378,899,,,,,,,,,,,,,,,
3348,111614.4,8,291,756,,,,,,,9,144,852,,,,,,,7,381,900,,,,,,,,,,,,,,,
3349,111653.3,7,297,755,,,,,,,9,147,848,,,,,,,7,384,902,,,,,,,,,,,,,,,
3350,111682.1,7,303,755,,,,,,,9,151,845,,,,,,,7,386,903,,,,,,,,,,,,,,,
3351,111714.3,8,309,755,,,,,,,9,155,840,,,,,,,8,389,905,,,,,,,,,,,,,,,
3352,111750.3,7,315,754,,,,,,,9,158,836,,,,,,,7,391,906,,,,,,,,,,,,,,,
3353,111783.9,7,321,753,,,,,,,10,163,832,,,,,,,7,394,907,,,,,,,,,,,,,,,
3354,111814.3,7,327,753,,,,,,,9,168,828,,,,,,,7,396,909,,,,,,,,,,,,,,,
3355,111850.2,7,333,752,,,,,,,9,172,824,,,,,,,8,399,910,,,,,,,,,,,,,,,
3356,111882.3,7,339,752,,,,,,,9,177,820,,,,,,,7,401,911,,,,,,,,,,,,,,,
3357,111914.4,7,344,752,,,,,,,9,182,816,,,,,,,7,403,912,,,,,,,,,,,,,,,
3358,111950.3,7,350,752,,,,,,,9,186,812,,,,,,,8,405,913,,,,,,,,,,,,,,,
3359,111982.5,7,356,751,,,,,,,9,191,807,,,,,,,7,407,915,,,,,,,,,,,,,,,
3360,112014.5,7,362,751,,,,,,,9,196,804,,,,,,,7,409,915,,,,,,,,,,,,,,,
3361,112050.4,7,367,751,,,,,,,10,200,800,,,,,,,7,411,916,,,,,,,,,,,,,,,
3362,112082.3,7,373,751,,,,,,,10,206,796,,,,,,,7,413,917,,,,,,,,,,,,,,,
3363,112114.3,7,379,751,,,,,,,9,210,792,,,,,,,7,416,918,,,,,,,,,,,,,,,
3364,112150.4,7,385,751,,,,,,,9,215,788,,,,,,,7,418,919,,,,,,,,,,,,,,,
3365,112182.4,7,390,750,,,,,,,9,221,784,,,,,,,7,420,919,,,,,,,,,,,,,,,
3366,112214.2,7,396,750,,,,,,,10,226,780,,,,,,,8,422,920,,,,,,,,,,,,,,,
3367,112250.3,7,402,750,,,,,,,10,232,776,,,,,,,7,423,921,,,,,,,,,,,,,,,
3368,112282.6,7,407,750,,,,,,,9,237,772,,,,,,,8,425,921,,,,,,,,,,,,,,,
3369,112314.2,7,413,750,,,,,,,9,242,768,,,,,,,8,427,921,,,,,,,,,,,,,,,
3370,112350.1,7,418,751,,,,,,,10,247,764,,,,,,,8,429,923,,,,,,,,,,,,,,,
3371,112384.9,7,424,751,,,,,,,10,253,761,,,,,,,7,430,923,,,,,,,,,,,,,,,
3372,112414.2,7,429,751,,,,,,,9,258,757,,,,,,,8,432,923,,,,,,,,,,,,,,,
3373,112450.3,7,435,751,,,,,,,9,263,753,,,,,,,8,434,923,,,,,,,,,,,,,,,
3374,112482.2,7,440,751,,,,,,,9,270,749,,,,,,,8,435,923,,,,,,,,,,,,,,,
3375,112514.4,7,445,751,,,,,,,10,275,745,,,,,,,7,437,923,,,,,,,,,,,,,,,
3376,112550.1,7,451,752,,,,,,,9,281,742,,,,,,,7,439,923,,,,,,,,,,,,,,,
3377,112582.4,7,456,752,,,,,,,9,287,738,,,,,,,8,441,923,,,,,,,,,,,,,,,
3378,112614.4,7,461,752,,,,,,,10,293,734,,,,,,,8,442,923,,,,,,,,,,,,,,,
3379,112650.0,7,467,752,,,,,,,9,298,731,,,,,,,7,444,923,,,,,,,,,,,,,,,
3380,112682.4,7,472,753,,,,,,,9,304,727,,,,,,,7,445,922,,,,,,,,,,,,,,,
3381,112718.1,7,476,753,,,,,,,9,310,723,,,,,,,7,446,922,,,,,,,,,,,,,,,
3382,112753.2,7,481,753,,,,,,,9,315,720,,,,,,,7,448,921,,,,,,,,,,,,,,,
3383,112783.6,7,487,753,,,,,,,9,322,717,,,,,,,7,449,921,,,,,,,,,,,,,,,
3384,112814.5,7,491,753,,,,,,,9,327,713,,,,,,,7,450,920,,,,,,,,,,,,,,,
3385,112850.3,7,497,753,,,,,,,9,334,709,,,,,,,7,452,919,,,,,,,,,,,,,,,
3386,112882.5,7,502,754,,,,,,,9,340,706,,,,,,,7,453,919,,,,,,,,,,,,,,,
3387,112914.6,7,506,754,,,,,,,9,345,703,,,,,,,7,454,918,,,,,,,,,,,,,,,
3388,112950.1,8,511,754,,,,,,,9,352,699,,,,,,,7,456,917,,,,,,,,,,,,,,,
3389,112982.3,7,516,755,,,,,,,10,359,697,,,,,,,7,457,916,,,,,,,,,,,,,,,
3390,113014.2,7,521,755,,,,,,,9,365,693,,,,,,,7,458,915,,,,,,,,,,,,,,,
3391,113050.3,7,525,755,,,,,,,9,371,690,,,,,,,8,459,914,,,,,,,,,,,,,,,
3392,113085.3,7,530,755,,,,,,,9,377,686,,,,,,,7,461,912,,,,,,,,,,,,,,,
3393,113116.6,7,534,756,,,,,,,9,383,683,,,,,,,7,462,911,,,,,,,,,,,,,,,
3394,113150.5,7,539,756,,,,,,,8,389,680,,,,,,,7,463,909,,,,,,,,,,,,,,,
3395,113182.5,7,543,757,,,,,,,9,395,677,,,,,,,8,464,908,,,,,,,,,,,,,,,
3396,113214.4,7,548,757,,,,,,,9,401,674,,,,,,,7,465,907,,,,,,,,,,,,,,,
3397,113250.0,7,552,758,,,,,,,9,408,672,,,,,,,7,466,906,,,,,,,,,,,,,,,
3398,113282.7,7,556,758,,,,,,,8,414,668,,,,,,,7,467,904,,,,,,,,,,,,,,,
3399,113314.2,8,561,758,,,,,,,9,420,666,,,,,,,7,468,902,,,,,,,,,,,,,,,
3400,113352.6,7,565,759,,,,,,,9,426,663,,,,,,,7,469,900,,,,,,,,,,,,,,,
3401,113383.0,7,569,759,,,,,,,9,433,660,,,,,,,7,470,898,,,,,,,,,,,,,,,
3402,113416.2,7,573,759,,,,,,,8,439,657,,,,,,,7,471,895,,,,,,,,,,,,,,,
3403,113450.2,7,577,759,,,,,,,9,445,655,,,,,,,7,473,894,,,,,,,,,,,,,,,
3404,113482.9,7,580,759,,,,,,,9,451,652,,,,,,,7,473,891,,,,,,,,,,,,,,,
3405,113517.6,7,584,760,,,,,,,9,458,649,,,,,,,7,474,889,,,,,,,,,,,,,,,
3406,113550.4,7,588,760,,,,,,,9,464,647,,,,,,,7,474,887,,,,,,,,,,,,,,,
3407,113582.3,7,591,760,,,,,,,8,470,644,,,,,,,7,476,884,,,,,,,,,,,,,,,
3408,113614.6,7,595,760,,,,,,,8,476,641,,,,,,,7,477,882,,,,,,,,,,,,,,,
3409,113650.5,7,598,760,,,,,,,9,482,639,,,,,,,7,478,880,,,,,,,,,,,,,,,
3410,113684.4,7,602,760,,,,,,,8,489,636,,,,,,,7,479,877,,,,,,,,,,,,,,,
3411,113714.4,7,605,760,,,,,,,9,495,634,,,,,,,7,479,873,,,,,,,,,,,,,,,
3412,113750.5,7,608,760,,,,,,,8,501,631,,,,,,,7,480,871,,,,,,,,,,,,,,,
3413,113784.4,7,612,761,,,,,,,8,507,629,,,,,,,7,481,868,,,,,,,,,,,,,,,
3414,113816.8,7,614,761,,,,,,,9,513,627,,,,,,,7,482,865,,,,,,,,,,,,,,,
3415,113851.3,7,618,761,,,,,,,8,519,625,,,,,,,7,483,862,,,,,,,,,,,,,,,
3416,113884.8,7,621,761,,,,,,,9,525,623,,,,,,,7,484,859,,,,,,,,,,,,,,,
3417,113914.9,7,624,761,,,,,,,9,531,621,,,,,,,7,484,855,,,,,,,,,,,,,,,
3418,113950.2,7,627,761,,,,,,,9,537,618,,,,,,,7,486,852,,,,,,,,,,,,,,,
3419,113982.2,7,630,761,,,,,,,9,543,615,,,,,,,7,486,848,,,,,,,,,,,,,,,
3420,114014.1,7,632,760,,,,,,,8,549,613,,,,,,,7,487,845,,,,,,,,,,,,,,,
3421,114050.1,7,635,760,,,,,,,9,555,612,,,,,,,7,489,842,,,,,,,,,,,,,,,
3422,114082.3,7,637,760,,,,,,,8,560,609,,,,,,,7,489,838,,,,,,,,,,,,,,,
3423,114114.3,7,640,760,,,,,,,9,566,609,,,,,,,7,489,835,,,,,,,,,,,,,,,
3424,114150.1,7,643,761,,,,,,,9,573,607,,,,,,,7,491,831,,,,,,,,,,,,,,,
3425,114182.3,7,645,760,,,,,,,9,578,606,,,,,,,7,492,828,,,,,,,,,,,,,,,
3426,114215.8,7,647,760,,,,,,,9,585,604,,,,,,,7,492,824,,,,,,,,,,,,,,,
3427,114250.1,7,649,759,,,,,,,9,589,601,,,,,,,7,493,820,,,,,,,,,,,,,,,
3428,114282.0,7,651,758,,,,,,,9,594,600,,,,,,,7,494,815,,,,,,,,,,,,,,,
3429,114317.3,7,654,758,,,,,,,10,601,598,,,,,,,7,495,811,,,,,,,,,,,,,,,
3430,114351.3,7,656,757,,,,,,,9,607,597,,,,,,,7,496,807,,,,,,,,,,,,,,,
3431,114382.1,7,658,757,,,,,,,9,612,595,,,,,,,6,498,804,,,,,,,,,,,,,,,
3432,114414.1,7,660,757,,,,,,,9,617,594,,,,,,,7,498,799,,,,,,,,,,,,,,,
3433,114450.3,7,661,757,,,,,,,9,623,593,,,,,,,7,499,796,,,,,,,,,,,,,,,
3434,114485.2,7,663,756,,,,,,,9,628,592,,,,,,,7,500,791,,,,,,,,,,,,,,,
3435,114517.2,7,665,756,,,,,,,9,633,590,,,,,,,6,501,787,,,,,,,,,,,,,,,
3436,114550.0,7,667,755,,,,,,,9,639,588,,,,,,,6,502,783,,,,,,,,,,,,,,,
3437,114582.2,7,669,754,,,,,,,9,643,587,,,,,,,7,504,778,,,,,,,,,,,,,,,
3438,114615.8,7,670,753,,,,,,,8,648,586,,,,,,,7,504,773,,,,,,,,,,,,,,,
3439,114656.1,7,672,752,,,,,,,9,653,585,,,,,,,6,506,769,,,,,,,,,,,,,,,
3440,114682.5,7,673,752,,,,,,,9,658,584,,,,,,,8,507,765,,,,,,,,,,,,,,,
3441,114714.4,7,675,751,,,,,,,9,664,584,,,,,,,6,508,761,,,,,,,,,,,,,,,
3442,114750.3,7,675,750,,,,,,,9,669,583,,,,,,,7,509,757,,,,,,,,,,,,,,,
3443,114782.1,7,677,750,,,,,,,9,674,582,,,,,,,7,510,752,,,,,,,,,,,,,,,
3444,114814.4,7,678,749,,,,,,,9,678,581,,,,,,,7,511,747,,,,,,,,,,,,,,,
3445,114850.0,7,679,748,,,,,,,9,683,580,,,,,,,7,513,742,,,,,,,,,,,,,,,
3446,114882.2,7,680,747,,,,,,,9,687,579,,,,,,,7,514,737,,,,,,,,,,,,,,,
3447,114914.3,7,682,746,,,,,,,9,692,577,,,,,,,7,515,733,,,,,,,,,,,,,,,
3448,114950.3,7,682,743,,,,,,,9,697,577,,,,,,,7,516,728,,,,,,,,,,,,,,,
3449,114982.1,8,683,743,,,,,,,9,701,577,,,,,,,7,518,723,,,,,,,,,,,,,,,
3450,115014.5,7,684,742,,,,,,,9,706,576,,,,,,,7,519,719,,,,,,,,,,,,,,,
3451,115050.2,7,685,742,,,,,,,9,710,576,,,,,,,7,521,715,,,,,,,,,,,,,,,
3452,115082.1,7,686,741,,,,,,,10,714,576,,,,,,,7,522,710,,,,,,,,,,,,,,,
3453,115114.4,7,686,739,,,,,,,9,718,575,,,,,,,7,523,705,,,,,,,,,,,,,,,
3454,115150.2,7,687,737,,,,,,,9,722,574,,,,,,,7,525,700,,,,,,,,,,,,,,,
3455,115182.8,7,688,736,,,,,,,9,727,573,,,,,,,7,526,695,,,,,,,,,,,,,,,
3456,115214.8,7,688,734,,,,,,,9,731,573,,,,,,,7,527,690,,,,,,,,,,,,,,,
3457,115250.1,7,688,733,,,,,,,9,734,573,,,,,,,8,529,685,,,,,,,,,,,,,,,
3458,115282.3,7,689,732,,,,,,,9,738,572,,,,,,,7,531,681,,,,,,,,,,,,,,,
3459,115314.3,7,689,730,,,,,,,9,741,573,,,,,,,7,532,676,,,,,,,,,,,,,,,
3460,115351.6,7,689,729,,,,,,,9,746,573,,,,,,,7,533,672,,,,,,,,,,,,,,,
3461,115382.0,7,689,728,,,,,,,8,750,573,,,,,,,7,534,667,,,,,,,,,,,,,,,
3462,115414.1,7,690,727,,,,,,,9,753,573,,,,,,,7,536,661,,,,,,,,,,,,,,,
3463,115451.5,7,690,725,,,,,,,9,756,572,,,,,,,7,538,657,,,,,,,,,,,,,,,
3464,115482.3,7,690,723,,,,,,,9,760,571,,,,,,,7,540,652,,,,,,,,,,,,,,,
3465,115514.3,7,690,721,,,,,,,9,763,571,,,,,,,7,541,646,,,,,,,,,,,,,,,
3466,115550.1,7,690,719,,,,,,,9,766,571,,,,,,,7,543,642,,,,,,,,,,,,,,,
3467,115582.5,8,690,718,,,,,,,8,770,571,,,,,,,7,544,637,,,,,,,,,,,,,,,
3468,115614.5,7,690,717,,,,,,,9,773,572,,,,,,,7,546,633,,,,,,,,,,,,,,,
3469,115650.3,7,690,715,,,,,,,8,776,572,,,,,,,7,548,628,,,,,,,,,,,,,,,
3470,115682.2,7,690,713,,,,,,,8,779,573,,,,,,,7,549,624,,,,,,,,,,,,,,,
3471,115715.0,7,690,712,,,,,,,8,782,573,,,,,,,7,551,619,,,,,,,,,,,,,,,
3472,115750.0,7,689,709,,,,,,,8,785,573,,,,,,,7,553,614,,,,,,,,,,,,,,,
