frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
3473,115782.1,7,689,706,,,,,,,8,787,572,,,,,,,7,555,609,,,,,,,,,,,,,,,
3474,115814.4,7,689,705,,,,,,,8,790,573,,,,,,,7,557,604,,,,,,,,,,,,,,,
3475,115850.5,7,689,703,,,,,,,8,792,573,,,,,,,7,559,599,,,,,,,,,,,,,,,
3476,115882.4,7,688,701,,,,,,,8,795,574,,,,,,,7,561,595,,,,,,,,,,,,,,,
3477,115914.4,7,688,700,,,,,,,9,797,574,,,,,,,7,563,591,,,,,,,,,,,,,,,
3478,115951.3,8,687,698,,,,,,,8,799,575,,,,,,,7,564,586,,,,,,,,,,,,,,,
3479,115982.2,7,686,696,,,,,,,8,801,575,,,,,,,7,565,582,,,,,,,,,,,,,,,
3480,116014.3,7,686,694,,,,,,,8,803,576,,,,,,,7,568,577,,,,,,,,,,,,,,,
3481,116052.6,7,685,692,,,,,,,8,805,576,,,,,,,7,570,572,,,,,,,,,,,,,,,
3482,116085.3,8,684,689,,,,,,,9,807,576,,,,,,,7,572,567,,,,,,,,,,,,,,,
3483,116114.8,7,684,687,,,,,,,8,809,576,,,,,,,7,573,563,,,,,,,,,,,,,,,
3484,116152.1,7,683,684,,,,,,,9,810,577,,,,,,,7,576,559,,,,,,,,,,,,,,,
3485,116182.2,7,682,682,,,,,,,9,812,578,,,,,,,7,578,555,,,,,,,,,,,,,,,
3486,116214.3,8,682,681,,,,,,,8,813,578,,,,,,,7,579,550,,,,,,,,,,,,,,,
3487,116250.3,7,681,678,,,,,,,8,815,579,,,,,,,7,582,547,,,,,,,,,,,,,,,
3488,116282.1,7,679,676,,,,,,,8,816,580,,,,,,,7,583,543,,,,,,,,,,,,,,,
3489,116314.2,8,679,674,,,,,,,9,816,580,,,,,,,7,585,538,,,,,,,,,,,,,,,
3490,116350.2,7,678,672,,,,,,,8,818,581,,,,,,,7,587,534,,,,,,,,,,,,,,,
3491,116382.4,8,677,669,,,,,,,8,818,582,,,,,,,8,589,530,,,,,,,,,,,,,,,
3492,116416.4,7,676,667,,,,,,,8,819,583,,,,,,,7,591,525,,,,,,,,,,,,,,,
3493,116450.4,7,674,664,,,,,,,9,820,583,,,,,,,7,592,521,,,,,,,,,,,,,,,
3494,116482.5,8,673,662,,,,,,,8,821,584,,,,,,,7,594,518,,,,,,,,,,,,,,,
3495,116514.3,7,672,660,,,,,,,9,821,585,,,,,,,7,596,514,,,,,,,,,,,,,,,
3496,116550.3,7,671,658,,,,,,,9,821,586,,,,,,,7,598,510,,,,,,,,,,,,,,,
3497,116582.2,8,670,656,,,,,,,9,822,587,,,,,,,7,600,507,,,,,,,,,,,,,,,
3498,116614.3,8,668,653,,,,,,,9,822,587,,,,,,,7,602,503,,,,,,,,,,,,,,,
3499,116650.3,8,667,651,,,,,,,9,822,589,,,,,,,7,604,499,,,,,,,,,,,,,,,
3500,116682.1,8,666,648,,,,,,,8,822,589,,,,,,,7,605,495,,,,,,,,,,,,,,,
3501,116715.5,8,664,645,,,,,,,9,822,589,,,,,,,7,607,491,,,,,,,,,,,,,,,
3502,116750.3,8,663,643,,,,,,,9,822,590,,,,,,,7,609,487,,,,,,,,,,,,,,,
3503,116789.2,8,662,641,,,,,,,9,821,591,,,,,,,7,611,484,,,,,,,,,,,,,,,
3504,116814.4,8,660,639,,,,,,,9,820,593,,,,,,,7,613,481,,,,,,,,,,,,,,,
3505,116850.5,8,659,637,,,,,,,9,820,594,,,,,,,7,615,478,,,,,,,,,,,,,,,
3506,116882.1,7,657,634,,,,,,,9,819,595,,,,,,,7,616,475,,,,,,,,,,,,,,,
3507,116914.3,8,655,632,,,,,,,9,819,596,,,,,,,8,618,472,,,,,,,,,,,,,,,
3508,116950.2,8,654,629,,,,,,,9,818,596,,,,,,,7,619,468,,,,,,,,,,,,,,,
3509,116982.3,7,652,627,,,,,,,9,817,596,,,,,,,7,621,465,,,,,,,,,,,,,,,
3510,117014.6,8,651,624,,,,,,,9,816,598,,,,,,,7,623,462,,,,,,,,,,,,,,,
3511,117050.3,8,649,621,,,,,,,9,814,598,,,,,,,7,624,459,,,,,,,,,,,,,,,
3512,117082.4,8,647,619,,,,,,,9,813,600,,,,,,,7,626,456,,,,,,,,,,,,,,,
3513,117116.3,8,646,617,,,,,,,9,812,601,,,,,,,7,628,454,,,,,,,,,,,,,,,
3514,117150.4,8,644,615,,,,,,,9,810,603,,,,,,,7,630,451,,,,,,,,,,,,,,,
3515,117182.2,8,642,613,,,,,,,9,809,603,,,,,,,7,631,449,,,,,,,,,,,,,,,
3516,117214.3,8,641,610,,,,,,,10,808,605,,,,,,,7,633,447,,,,,,,,,,,,,,,
3517,117250.0,8,638,608,,,,,,,9,805,605,,,,,,,7,635,444,,,,,,,,,,,,,,,
3518,117283.5,8,636,605,,,,,,,9,804,606,,,,,,,7,636,441,,,,,,,,,,,,,,,
3519,117314.6,8,635,602,,,,,,,9,802,607,,,,,,,7,638,439,,,,,,,,,,,,,,,
3520,117350.4,8,633,600,,,,,,,10,800,608,,,,,,,7,639,436,,,,,,,,,,,,,,,
3521,117382.3,8,631,598,,,,,,,9,797,609,,,,,,,7,640,435,,,,,,,,,,,,,,,
3522,117415.0,8,629,597,,,,,,,9,795,611,,,,,,,7,642,433,,,,,,,,,,,,,,,
3523,117450.3,8,627,594,,,,,,,9,792,612,,,,,,,7,643,431,,,,,,,,,,,,,,,
3524,117482.6,8,625,592,,,,,,,9,791,613,,,,,,,7,645,430,,,,,,,,,,,,,,,
3525,117514.7,8,623,590,,,,,,,9,788,615,,,,,,,7,646,428,,,,,,,,,,,,,,,
3526,117550.0,8,621,587,,,,,,,9,785,615,,,,,,,7,647,426,,,,,,,,,,,,,,,
3527,117582.2,8,618,585,,,,,,,8,783,616,,,,,,,7,649,424,,,,,,,,,,,,,,,
3528,117617.2,8,617,583,,,,,,,9,780,617,,,,,,,7,650,422,,,,,,,,,,,,,,,
3529,117653.2,8,615,581,,,,,,,8,776,618,,,,,,,7,650,421,,,,,,,,,,,,,,,
3530,117686.1,8,613,579,,,,,,,9,775,619,,,,,,,7,652,419,,,,,,,,,,,,,,,
3531,117714.6,8,610,577,,,,,,,9,771,621,,,,,,,7,653,418,,,,,,,,,,,,,,,
3532,117755.1,8,608,575,,,,,,,9,768,622,,,,,,,7,654,418,,,,,,,,,,,,,,,
3533,117789.2,8,606,573,,,,,,,8,765,624,,,,,,,7,655,417,,,,,,,,,,,,,,,
3534,117814.3,8,604,571,,,,,,,9,762,625,,,,,,,7,656,415,,,,,,,,,,,,,,,
3535,117851.0,8,602,569,,,,,,,9,758,626,,,,,,,7,658,415,,,,,,,,,,,,,,,
3536,117882.4,8,600,567,,,,,,,8,755,627,,,,,,,7,658,413,,,,,,,,,,,,,,,
3537,117915.6,7,597,564,,,,,,,8,752,627,,,,,,,7,659,412,,,,,,,,,,,,,,,
3538,117950.3,8,595,562,,,,,,,9,749,629,,,,,,,7,660,412,,,,,,,,,,,,,,,
3539,117982.3,8,593,561,,,,,,,8,745,631,,,,,,,7,661,411,,,,,,,,,,,,,,,
3540,118014.7,8,591,560,,,,,,,9,741,632,,,,,,,7,662,411,,,,,,,,,,,,,,,
3541,118050.6,7,588,558,,,,,,,9,738,634,,,,,,,7,663,411,,,,,,,,,,,,,,,
3542,118082.1,7,587,556,,,,,,,9,733,635,,,,,,,7,664,411,,,,,,,,,,,,,,,
3543,118114.3,8,584,554,,,,,,,8,730,637,,,,,,,7,665,411,,,,,,,,,,,,,,,
3544,118150.4,8,582,552,,,,,,,8,726,638,,,,,,,7,665,410,,,,,,,,,,,,,,,
3545,118183.8,7,580,550,,,,,,,9,722,638,,,,,,,7,666,410,,,,,,,,,,,,,,,
3546,118214.3,8,577,548,,,,,,,8,718,639,,,,,,,7,667,410,,,,,,,,,,,,,,,
3547,118253.2,8,576,546,,,,,,,9,714,640,,,,,,,7,667,410,,,,,,,,,,,,,,,
3548,118282.3,7,574,545,,,,,,,8,710,642,,,,,,,7,668,411,,,,,,,,,,,,,,,
3549,118314.0,7,571,544,,,,,,,8,705,643,,,,,,,7,669,411,,,,,,,,,,,,,,,
3550,118350.3,7,569,543,,,,,,,8,701,645,,,,,,,7,670,412,,,,,,,,,,,,,,,
3551,118382.2,7,567,541,,,,,,,8,696,646,,,,,,,7,670,413,,,,,,,,,,,,,,,
3552,118414.4,8,565,540,,,,,,,9,693,647,,,,,,,7,670,414,,,,,,,,,,,,,,,
3553,118456.5,8,563,538,,,,,,,8,687,648,,,,,,,7,671,414,,,,,,,,,,,,,,,
3554,118485.2,8,561,537,,,,,,,8,684,649,,,,,,,8,671,415,,,,,,,,,,,,,,,
3555,118514.5,7,558,535,,,,,,,8,679,650,,,,,,,7,671,415,,,,,,,,,,,,,,,
3556,118550.2,8,556,534,,,,,,,8,675,651,,,,,,,7,672,417,,,,,,,,,,,,,,,
3557,118583.1,8,554,533,,,,,,,8,670,653,,,,,,,8,672,418,,,,,,,,,,,,,,,
3558,118614.3,8,552,532,,,,,,,8,666,655,,,,,,,7,672,420,,,,,,,,,,,,,,,
3559,118650.5,8,550,531,,,,,,,8,661,657,,,,,,,7,672,422,,,,,,,,,,,,,,,
3560,118682.2,7,548,531,,,,,,,8,657,658,,,,,,,7,672,424,,,,,,,,,,,,,,,
3561,118714.2,8,546,530,,,,,,,8,651,658,,,,,,,7,672,425,,,,,,,,,,,,,,,
3562,118750.3,8,544,529,,,,,,,8,646,660,,,,,,,8,672,427,,,,,,,,,,,,,,,
3563,118782.1,8,541,528,,,,,,,8,642,661,,,,,,,7,672,428,,,,,,,,,,,,,,,
3564,118814.5,8,539,527,,,,,,,8,637,662,,,,,,,7,672,430,,,,,,,,,,,,,,,
3565,118850.4,8,537,527,,,,,,,8,632,664,,,,,,,7,672,432,,,,,,,,,,,,,,,
3566,118882.2,8,535,526,,,,,,,8,626,664,,,,,,,7,672,434,,,,,,,,,,,,,,,
3567,118914.3,8,533,525,,,,,,,8,622,666,,,,,,,7,672,437,,,,,,,,,,,,,,,
3568,118950.1,7,530,525,,,,,,,8,617,667,,,,,,,7,671,440,,,,,,,,,,,,,,,
3569,118982.1,7,529,525,,,,,,,8,612,669,,,,,,,7,671,442,,,,,,,,,,,,,,,
3570,119014.3,7,527,524,,,,,,,8,607,670,,,,,,,7,670,444,,,,,,,,,,,,,,,
3571,119050.3,8,525,524,,,,,,,9,602,672,,,,,,,7,670,447,,,,,,,,,,,,,,,
3572,119082.2,8,522,523,,,,,,,8,596,673,,,,,,,7,669,449,,,,,,,,,,,,,,,
3573,119114.1,8,521,523,,,,,,,8,592,673,,,,,,,7,669,452,,,,,,,,,,,,,,,
3574,119150.4,8,519,523,,,,,,,9,587,675,,,,,,,7,668,455,,,,,,,,,,,,,,,
3575,119182.4,8,517,523,,,,,,,8,581,676,,,,,,,7,667,458,,,,,,,,,,,,,,,
3576,119216.9,8,514,523,,,,,,,9,576,678,,,,,,,7,667,461,,,,,,,,,,,,,,,
3577,119250.6,7,513,523,,,,,,,9,571,679,,,,,,,7,666,465,,,,,,,,,,,,,,,
3578,119285.2,8,511,524,,,,,,,8,566,681,,,,,,,7,665,468,,,,,,,,,,,,,,,
3579,119317.2,8,509,524,,,,,,,9,561,682,,,,,,,7,664,471,,,,,,,,,,,,,,,
3580,119349.8,8,506,524,,,,,,,9,556,683,,,,,,,7,663,475,,,,,,,,,,,,,,,
3581,119382.1,8,504,524,,,,,,,9,551,685,,,,,,,7,662,478,,,,,,,,,,,,,,,
3582,119424.6,8,503,524,,,,,,,9,546,685,,,,,,,7,661,481,,,,,,,,,,,,,,,
3583,119453.2,8,501,525,,,,,,,9,540,687,,,,,,,7,660,485,,,,,,,,,,,,,,,
3584,119482.5,8,499,526,,,,,,,9,535,688,,,,,,,7,659,489,,,,,,,,,,,,,,,
3585,119514.5,8,497,527,,,,,,,8,530,690,,,,,,,7,658,493,,,,,,,,,,,,,,,
3586,119550.2,8,495,527,,,,,,,9,525,691,,,,,,,7,656,497,,,,,,,,,,,,,,,
3587,119583.8,8,493,529,,,,,,,9,519,693,,,,,,,7,655,501,,,,,,,,,,,,,,,
3588,119614.3,8,492,529,,,,,,,9,515,695,,,,,,,7,654,505,,,,,,,,,,,,,,,
3589,119650.2,8,489,530,,,,,,,9,510,696,,,,,,,7,652,509,,,,,,,,,,,,,,,
3590,119683.0,8,487,531,,,,,,,9,504,697,,,,,,,8,650,513,,,,,,,,,,,,,,,
3591,119714.2,8,485,532,,,,,,,9,499,698,,,,,,,7,649,517,,,,,,,,,,,,,,,
3592,119750.2,8,484,532,,,,,,,8,494,700,,,,,,,7,648,521,,,,,,,,,,,,,,,
3593,119782.9,8,482,534,,,,,,,9,489,702,,,,,,,7,646,526,,,,,,,,,,,,,,,
3594,119814.3,8,480,535,,,,,,,9,484,703,,,,,,,7,644,531,,,,,,,,,,,,,,,
3595,119850.1,8,479,537,,,,,,,9,479,705,,,,,,,7,642,535,,,,,,,,,,,,,,,
3596,119882.2,8,477,538,,,,,,,9,474,706,,,,,,,7,641,540,,,,,,,,,,,,,,,
3597,119921.2,8,475,540,,,,,,,9,469,708,,,,,,,8,639,544,,,,,,,,,,,,,,,
3598,119956.8,8,473,542,,,,,,,9,463,709,,,,,,,8,637,548,,,,,,,,,,,,,,,
3599,119982.0,8,470,543,,,,,,,10,460,711,,,,,,,7,635,554,,,,,,,,,,,,,,,
3600,120014.0,8,469,544,,,,,,,9,454,711,,,,,,,8,633,557,,,,,,,,,,,,,,,
3601,120050.5,8,466,546,,,,,,,10,449,714,,,,,,,8,631,562,,,,,,,,,,,,,,,
3602,120084.0,8,466,548,,,,,,,9,443,715,,,,,,,7,629,569,,,,,,,,,,,,,,,
3603,120114.3,8,464,550,,,,,,,9,439,717,,,,,,,7,626,574,,,,,,,,,,,,,,,
3604,120150.1,8,462,552,,,,,,,9,434,718,,,,,,,7,624,579,,,,,,,,,,,,,,,
3605,120183.8,8,461,555,,,,,,,9,428,720,,,,,,,7,622,584,,,,,,,,,,,,,,,
3606,120214.1,8,459,556,,,,,,,9,424,722,,,,,,,7,620,589,,,,,,,,,,,,,,,
3607,120252.5,8,457,558,,,,,,,9,419,724,,,,,,,7,618,594,,,,,,,,,,,,,,,
3608,120282.2,8,456,561,,,,,,,9,414,724,,,,,,,7,615,599,,,,,,,,,,,,,,,
3609,120314.1,8,453,563,,,,,,,9,409,726,,,,,,,7,612,605,,,,,,,,,,,,,,,
3610,120350.1,8,452,565,,,,,,,9,404,727,,,,,,,7,610,610,,,,,,,,,,,,,,,
3611,120382.1,8,450,568,,,,,,,9,399,729,,,,,,,7,607,616,,,,,,,,,,,,,,,
3612,120414.2,8,448,570,,,,,,,9,394,731,,,,,,,7,605,622,,,,,,,,,,,,,,,
3613,120450.3,8,447,573,,,,,,,9,389,732,,,,,,,7,602,627,,,,,,,,,,,,,,,
3614,120482.3,8,445,575,,,,,,,9,384,733,,,,,,,7,600,633,,,,,,,,,,,,,,,
3615,120514.2,8,444,578,,,,,,,9,380,735,,,,,,,7,597,638,,,,,,,,,,,,,,,
3616,120550.1,8,441,580,,,,,,,8,375,736,,,,,,,7,594,643,,,,,,,,,,,,,,,
3617,120582.6,8,440,583,,,,,,,9,371,738,,,,,,,7,591,649,,,,,,,,,,,,,,,
3618,120614.1,8,439,585,,,,,,,8,365,739,,,,,,,7,588,654,,,,,,,,,,,,,,,
3619,120650.4,8,437,588,,,,,,,9,361,740,,,,,,,7,586,660,,,,,,,,,,,,,,,
3620,120682.2,8,436,591,,,,,,,9,356,742,,,,,,,7,582,666,,,,,,,,,,,,,,,
3621,120714.2,8,434,594,,,,,,,9,352,743,,,,,,,7,580,672,,,,,,,,,,,,,,,
3622,120750.1,8,432,597,,,,,,,9,347,745,,,,,,,7,576,678,,,,,,,,,,,,,,,
3623,120782.1,8,431,601,,,,,,,9,342,746,,,,,,,7,573,684,,,,,,,,,,,,,,,
3624,120814.4,8,430,603,,,,,,,9,338,748,,,,,,,7,570,690,,,,,,,,,,,,,,,
3625,120850.1,8,427,606,,,,,,,9,334,749,,,,,,,7,567,695,,,,,,,,,,,,,,,
3626,120882.1,8,426,608,,,,,,,9,330,751,,,,,,,7,563,701,,,,,,,,,,,,,,,
3627,120914.3,8,425,612,,,,,,,9,325,751,,,,,,,7,560,707,,,,,,,,,,,,,,,
3628,120950.2,8,423,615,,,,,,,9,320,753,,,,,,,7,557,713,,,,,,,,,,,,,,,
3629,120987.8,8,421,618,,,,,,,9,317,754,,,,,,,7,554,719,,,,,,,,,,,,,,,
3630,121014.3,8,420,622,,,,,,,9,312,755,,,,,,,7,550,725,,,,,,,,,,,,,,,
3631,121050.4,8,418,625,,,,,,,9,308,757,,,,,,,7,546,731,,,,,,,,,,,,,,,
3632,121084.6,8,417,628,,,,,,,9,304,758,,,,,,,7,543,737,,,,,,,,,,,,,,,
3633,121114.4,7,415,631,,,,,,,9,300,760,,,,,,,7,539,743,,,,,,,,,,,,,,,
3634,121150.0,8,414,634,,,,,,,9,296,760,,,,,,,7,535,748,,,,,,,,,,,,,,,
3635,121182.3,8,413,638,,,,,,,9,292,761,,,,,,,7,532,753,,,,,,,,,,,,,,,
3636,121214.0,8,411,641,,,,,,,9,288,763,,,,,,,7,528,760,,,,,,,,,,,,,,,
3637,121250.5,8,409,644,,,,,,,9,285,764,,,,,,,7,524,765,,,,,,,,,,,,,,,
3638,121282.2,8,408,647,,,,,,,9,281,765,,,,,,,7,521,771,,,,,,,,,,,,,,,
3639,121315.0,8,407,652,,,,,,,10,277,766,,,,,,,7,517,777,,,,,,,,,,,,,,,
3640,121350.3,8,405,655,,,,,,,9,273,768,,,,,,,7,512,783,,,,,,,,,,,,,,,
3641,121383.0,8,404,659,,,,,,,9,270,769,,,,,,,7,509,789,,,,,,,,,,,,,,,
3642,121414.3,8,402,663,,,,,,,9,266,770,,,,,,,7,505,795,,,,,,,,,,,,,,,
3643,121450.1,8,401,667,,,,,,,9,262,771,,,,,,,7,501,801,,,,,,,,,,,,,,,
3644,121482.2,8,399,670,,,,,,,9,260,772,,,,,,,7,497,806,,,,,,,,,,,,,,,
3645,121516.3,8,398,673,,,,,,,9,257,773,,,,,,,7,493,812,,,,,,,,,,,,,,,
3646,121550.2,8,397,677,,,,,,,9,252,774,,,,,,,7,489,817,,,,,,,,,,,,,,,
3647,121582.1,8,395,681,,,,,,,9,250,775,,,,,,,7,485,823,,,,,,,,,,,,,,,
3648,121614.3,8,394,685,,,,,,,9,246,776,,,,,,,7,481,829,,,,,,,,,,,,,,,
3649,121650.1,8,393,689,,,,,,,9,243,778,,,,,,,7,476,835,,,,,,,,,,,,,,,
3650,121682.2,8,391,693,,,,,,,9,240,778,,,,,,,7,472,841,,,,,,,,,,,,,,,
3651,121714.5,8,390,697,,,,,,,9,237,780,,,,,,,7,468,846,,,,,,,,,,,,,,,
3652,121750.0,7,388,701,,,,,,,9,234,781,,,,,,,7,464,852,,,,,,,,,,,,,,,
3653,121783.4,8,387,704,,,,,,,10,231,782,,,,,,,7,459,857,,,,,,,,,,,,,,,
3654,121814.4,8,385,707,,,,,,,9,228,783,,,,,,,7,455,862,,,,,,,,,,,,,,,
3655,121850.3,7,384,712,,,,,,,9,226,784,,,,,,,7,451,868,,,,,,,,,,,,,,,
3656,121883.7,7,383,716,,,,,,,9,223,785,,,,,,,7,447,873,,,,,,,,,,,,,,,
3657,121914.7,7,381,720,,,,,,,9,220,786,,,,,,,7,442,879,,,,,,,,,,,,,,,
3658,121950.3,7,380,724,,,,,,,9,218,787,,,,,,,7,437,884,,,,,,,,,,,,,,,
3659,121982.5,8,378,728,,,,,,,9,215,788,,,,,,,7,433,890,,,,,,,,,,,,,,,
3660,122014.3,7,377,732,,,,,,,9,213,789,,,,,,,7,429,895,,,,,,,,,,,,,,,
3661,122050.3,7,376,736,,,,,,,9,211,790,,,,,,,7,424,900,,,,,,,,,,,,,,,
3662,122082.4,7,374,740,,,,,,,9,208,791,,,,,,,7,420,905,,,,,,,,,,,,,,,
3663,122114.6,7,373,744,,,,,,,9,206,792,,,,,,,7,416,910,,,,,,,,,,,,,,,
3664,122152.2,7,372,748,,,,,,,9,203,793,,,,,,,7,411,915,,,,,,,,,,,,,,,
3665,122182.2,7,370,752,,,,,,,9,201,794,,,,,,,7,407,920,,,,,,,,,,,,,,,
3666,122214.2,7,368,756,,,,,,,9,199,796,,,,,,,7,402,925,,,,,,,,,,,,,,,
3667,122250.4,8,367,761,,,,,,,9,197,796,,,,,,,7,397,930,,,,,,,,,,,,,,,
3668,122282.1,7,366,765,,,,,,,9,195,797,,,,,,,7,392,935,,,,,,,,,,,,,,,
3669,122314.1,7,364,769,,,,,,,10,193,799,,,,,,,7,388,940,,,,,,,,,,,,,,,
3670,122350.3,7,363,774,,,,,,,10,191,800,,,,,,,8,384,945,,,,,,,,,,,,,,,
3671,122382.3,7,361,777,,,,,,,9,189,801,,,,,,,7,379,949,,,,,,,,,,,,,,,
3672,122414.3,7,360,781,,,,,,,10,187,801,,,,,,,7,375,954,,,,,,,,,,,,,,,
3673,122451.0,7,358,786,,,,,,,10,186,803,,,,,,,7,370,958,,,,,,,,,,,,,,,
3674,122482.3,7,357,790,,,,,,,9,184,803,,,,,,,8,366,963,,,,,,,,,,,,,,,
3675,122514.4,8,356,794,,,,,,,9,183,805,,,,,,,8,361,968,,,,,,,,,,,,,,,
3676,122550.2,7,354,799,,,,,,,9,181,806,,,,,,,8,356,972,,,,,,,,,,,,,,,
3677,122583.0,7,352,803,,,,,,,9,179,807,,,,,,,8,351,976,,,,,,,,,,,,,,,
3678,122614.5,8,351,807,,,,,,,9,178,808,,,,,,,8,347,981,,,,,,,,,,,,,,,
3679,122650.3,8,349,811,,,,,,,9,176,808,,,,,,,8,342,985,,,,,,,,,,,,,,,
3680,122682.8,8,348,815,,,,,,,10,175,809,,,,,,,8,338,989,,,,,,,,,,,,,,,
3681,122714.1,8,347,820,,,,,,,9,174,810,,,,,,,8,333,992,,,,,,,,,,,,,,,
3682,122750.2,8,344,823,,,,,,,9,172,812,,,,,,,8,329,996,,,,,,,,,,,,,,,
3683,122782.3,8,343,827,,,,,,,10,170,812,,,,,,,8,324,1000,,,,,,,,,,,,,,,
3684,122814.2,8,342,832,,,,,,,9,170,813,,,,,,,8,319,1004,,,,,,,,,,,,,,,
3685,122850.2,8,339,836,,,,,,,10,168,814,,,,,,,8,314,1008,,,,,,,,,,,,,,,
3686,122882.4,8,337,839,,,,,,,10,168,815,,,,,,,8,310,1012,,,,,,,,,,,,,,,
3687,122914.7,8,335,841,,,,,,,9,165,817,,,,,,,8,308,1013,,,,,,,,,,,,,,,
3688,122950.4,8,331,838,,,,,,,9,160,818,,,,,,,8,307,1011,,,,,,,,,,,,,,,
3689,122982.1,8,328,836,,,,,,,9,156,819,,,,,,,8,307,1008,,,,,,,,,,,,,,,
3690,123014.6,8,324,834,,,,,,,9,152,821,,,,,,,8,308,1006,,,,,,,,,,,,,,,
3691,123050.6,8,320,831,,,,,,,10,148,821,,,,,,,8,308,1004,,,,,,,,,,,,,,,
3692,123082.5,8,316,829,,,,,,,9,143,824,,,,,,,8,308,1002,,,,,,,,,,,,,,,
3693,123114.1,8,312,826,,,,,,,10,139,824,,,,,,,8,307,999,,,,,,,,,,,,,,,
3694,123152.8,8,308,824,,,,,,,10,135,826,,,,,,,8,306,997,,,,,,,,,,,,,,,
3695,123182.2,8,304,822,,,,,,,10,131,828,,,,,,,8,306,994,,,,,,,,,,,,,,,
3696,123217.2,8,300,820,,,,,,,9,126,829,,,,,,,8,306,992,,,,,,,,,,,,,,,
3697,123250.1,8,297,817,,,,,,,10,122,831,,,,,,,8,306,989,,,,,,,,,,,,,,,
3698,123282.2,8,293,815,,,,,,,10,120,833,,,,,,,8,306,987,,,,,,,,,,,,,,,
3699,123314.4,8,289,813,,,,,,,9,115,834,,,,,,,8,306,984,,,,,,,,,,,,,,,
3700,123350.6,8,284,810,,,,,,,10,112,834,,,,,,,8,305,981,,,,,,,,,,,,,,,
3701,123383.9,8,281,808,,,,,,,10,108,836,,,,,,,8,305,978,,,,,,,,,,,,,,,
3702,123414.4,8,276,805,,,,,,,10,104,838,,,,,,,8,304,975,,,,,,,,,,,,,,,
3703,123450.5,8,272,803,,,,,,,9,101,840,,,,,,,8,304,972,,,,,,,,,,,,,,,
3704,123482.1,8,269,802,,,,,,,10,97,842,,,,,,,8,303,969,,,,,,,,,,,,,,,
3705,123517.2,8,264,799,,,,,,,10,94,844,,,,,,,7,303,966,,,,,,,,,,,,,,,
3706,123550.1,8,260,797,,,,,,,9,91,845,,,,,,,7,303,963,,,,,,,,,,,,,,,
3707,123582.1,8,256,795,,,,,,,9,87,847,,,,,,,7,302,960,,,,,,,,,,,,,,,
3708,123614.2,8,253,793,,,,,,,9,85,847,,,,,,,7,302,957,,,,,,,,,,,,,,,
3709,123650.1,8,249,791,,,,,,,9,82,849,,,,,,,8,302,954,,,,,,,,,,,,,,,
3710,123682.1,8,246,789,,,,,,,10,79,850,,,,,,,8,301,951,,,,,,,,,,,,,,,
3711,123714.2,7,242,787,,,,,,,10,77,850,,,,,,,8,300,948,,,,,,,,,,,,,,,
3712,123750.1,8,238,785,,,,,,,9,74,851,,,,,,,8,299,945,,,,,,,,,,,,,,,
3713,123784.5,8,235,784,,,,,,,10,72,852,,,,,,,7,298,942,,,,,,,,,,,,,,,
3714,123816.4,8,231,782,,,,,,,9,70,853,,,,,,,7,297,939,,,,,,,,,,,,,,,
3715,123850.2,8,228,780,,,,,,,9,67,854,,,,,,,7,296,936,,,,,,,,,,,,,,,
3716,123887.9,8,225,777,,,,,,,9,65,855,,,,,,,8,296,932,,,,,,,,,,,,,,,
3717,123914.4,8,222,776,,,,,,,10,63,855,,,,,,,8,295,929,,,,,,,,,,,,,,,
3718,123951.0,8,218,773,,,,,,,9,61,856,,,,,,,7,294,926,,,,,,,,,,,,,,,
3719,123982.2,8,215,773,,,,,,,9,59,857,,,,,,,8,294,923,,,,,,,,,,,,,,,
3720,124014.2,8,211,770,,,,,,,9,57,857,,,,,,,8,293,920,,,,,,,,,,,,,,,
3721,124050.3,8,208,769,,,,,,,10,55,859,,,,,,,8,292,917,,,,,,,,,,,,,,,
3722,124082.4,7,205,767,,,,,,,9,53,859,,,,,,,8,291,914,,,,,,,,,,,,,,,
3723,124114.7,8,202,766,,,,,,,9,51,860,,,,,,,8,291,910,,,,,,,,,,,,,,,
3724,124150.0,8,199,764,,,,,,,9,50,861,,,,,,,7,290,907,,,,,,,,,,,,,,,
3725,124182.3,8,196,763,,,,,,,9,48,861,,,,,,,8,289,904,,,,,,,,,,,,,,,
3726,124214.1,8,193,761,,,,,,,10,47,862,,,,,,,7,289,901,,,,,,,,,,,,,,,
3727,124250.3,8,190,760,,,,,,,9,46,863,,,,,,,8,288,898,,,,,,,,,,,,,,,
3728,124282.4,8,187,759,,,,,,,9,45,864,,,,,,,8,288,895,,,,,,,,,,,,,,,
3729,124314.5,8,184,757,,,,,,,9,44,865,,,,,,,7,287,892,,,,,,,,,,,,,,,
3730,124350.0,8,181,756,,,,,,,10,42,867,,,,,,,7,287,889,,,,,,,,,,,,,,,
